"RequestID","Day","SupplyingLogNode","DeliveredAmount","Distance","FuelAmountExpended","SortieDurationPer","FuelTypeExpended","OriginatingUnit","SupplyType"
-714,7,"SEA BASE",16927.0359992866,34.6733617667786,163.168761255429,1.49312789952728,"FUEL","BSA SUPPLY POINT","FUEL"
-714,7,"SEA BASE",225000,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-715,7,"SEA BASE",125000,34.6733617667786,897.428186904859,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-716,7,"SEA BASE",110000,34.6733617667786,326.337522510858,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-723,8,"ANDONG SUPPLY DEPOT",274500,92.1214582838391,2579.4008319475,3.75018768193315,"FUEL","US BDE MECH","FUEL"
-724,8,"ANDONG SUPPLY DEPOT",229250,100.865285342848,2622.49741891404,4.71553438295167,"FUEL","ALLIED BDE MECH","FUEL"
-724,8,"ANDONG SUPPLY DEPOT",30000,100.865285342848,302.595856028543,3.91142222843529,"FUEL","ALLIED BDE MECH","FUEL"
-725,8,"ANDONG SUPPLY DEPOT",217948,92.4732543715916,2219.3581049182,4.92341719022972,"FUEL","ALLIED DIV INF","FUEL"
-726,8,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-727,8,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-728,8,"ANDONG SUPPLY DEPOT",79360,81.2093066323008,812.093066323008,4.27358524246359,"FUEL","US BDE STRYKER","FUEL"
-729,8,"ANDONG SUPPLY DEPOT",48960,92.1214582838391,921.214582838391,4.45921341519637,"FUEL","US BDE MECH","DRY_BULK"
-730,8,"ANDONG SUPPLY DEPOT",46240,100.865285342848,1008.65285342848,4.71553438295167,"FUEL","ALLIED BDE MECH","DRY_BULK"
-731,8,"ANDONG SUPPLY DEPOT",79304,92.4732543715916,1294.62556120228,4.92341719022972,"FUEL","ALLIED DIV INF","DRY_BULK"
-732,8,"ANDONG SUPPLY DEPOT",45000,92.1214582838391,552.728749703035,4.45921341519637,"FUEL","US BDE MECH","WATER"
-733,8,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-734,8,"BSA SUPPLY POINT",63250,59.3834381043385,593.834381043385,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-735,8,"ANDONG SUPPLY DEPOT",38000,92.4732543715916,369.893017486366,4.92341719022972,"FUEL","ALLIED DIV INF","WATER"
-735,8,"ANDONG SUPPLY DEPOT",60000,75.9540070461251,3038.160281845,0.552392778517273,"FUEL","ALLIED DIV INF","WATER"
-737,8,"ANDONG SUPPLY DEPOT",11400,81.2093066323008,162.418613264602,4.27358524246359,"FUEL","US BDE STRYKER","DRY_BULK"
-738,8,"BSA SUPPLY POINT",46125,59.3834381043385,356.300628626031,2.79727401611762,"FUEL","US MEB","WATER"
-738,8,"BSA SUPPLY POINT",585,59.3834381043385,237.533752417354,3.02994585273364,"FUEL","US MEB","WATER"
-740,8,"BSA SUPPLY POINT",52750,51.0513393159145,306.308035895487,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-741,8,"SEA BASE",164823.666696539,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-742,8,"SEA BASE",125000,34.6733617667786,897.428186904859,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-743,8,"SEA BASE",110000,34.6733617667786,326.337522510858,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-750,9,"OBJ BLUE SUPPLY POINT",274500,49.5433440222162,1387.21363262205,1.96648129039275,"FUEL","US BDE MECH","FUEL"
-751,9,"OBJ BLUE SUPPLY POINT",230000,49.3749026150779,1135.62276014679,1.94963714967892,"FUEL","ALLIED BDE MECH","FUEL"
-751,9,"OBJ BLUE SUPPLY POINT",29250,49.3749026150779,197.499610460311,2.33006341447315,"FUEL","ALLIED BDE MECH","FUEL"
-752,9,"OBJ BLUE SUPPLY POINT",217948,36.7010563324256,880.825351978214,1.9280411410585,"FUEL","ALLIED DIV INF","FUEL"
-753,9,"BSA SUPPLY POINT",13280,87.3100119677584,174.620023935517,3.52384801010991,"FUEL","US MEB","FUEL"
-753,9,"BSA SUPPLY POINT",76000,87.3100119677584,698.480095742068,4.06207480687194,"FUEL","US MEB","FUEL"
-754,9,"BSA SUPPLY POINT",19000,57.217433869512,114.434867739024,3.05723641879792,"FUEL","ALLIED MEB","FUEL"
-754,9,"BSA SUPPLY POINT",53540,57.217433869512,343.304603217072,2.64731226985126,"FUEL","ALLIED MEB","FUEL"
-755,9,"OBJ BLUE SUPPLY POINT",79360,26.7588161635074,267.588161635074,1.50542940540003,"FUEL","US BDE STRYKER","FUEL"
-756,9,"OBJ BLUE SUPPLY POINT",48960,49.5433440222162,495.433440222162,2.34690755518698,"FUEL","US BDE MECH","DRY_BULK"
-757,9,"OBJ BLUE SUPPLY POINT",46240,49.3749026150779,493.749026150779,2.33006341447315,"FUEL","ALLIED BDE MECH","DRY_BULK"
-758,9,"OBJ BLUE SUPPLY POINT",79304,36.7010563324256,513.814788653958,1.9280411410585,"FUEL","ALLIED DIV INF","DRY_BULK"
-759,9,"BSA SUPPLY POINT",26370,57.217433869512,286.08716934756,2.64731226985126,"FUEL","ALLIED MEB","DRY_BULK"
-760,9,"BSA SUPPLY POINT",48960,87.3100119677584,698.480095742068,3.52384801010991,"FUEL","US MEB","DRY_BULK"
-761,9,"OBJ BLUE SUPPLY POINT",45000,49.5433440222162,297.260064133297,2.34690755518698,"FUEL","US BDE MECH","WATER"
-762,9,"OBJ BLUE SUPPLY POINT",127216,36.7010563324256,513.814788653958,1.9280411410585,"FUEL","ALLIED DIV INF","WATER"
-763,9,"OBJ BLUE SUPPLY POINT",85000,49.3749026150779,493.749026150779,2.33006341447315,"FUEL","ALLIED BDE MECH","WATER"
-764,9,"OBJ BLUE SUPPLY POINT",97920,26.7588161635074,481.658690943133,1.50542940540003,"FUEL","US BDE STRYKER","DRY_BULK"
-765,9,"BSA SUPPLY POINT",520,87.3100119677584,310.435598107586,4.40792120612408,"FUEL","US MEB","WATER"
-766,9,"OBJ BLUE SUPPLY POINT",17784,26.7588161635074,53.5176323270147,1.50542940540003,"FUEL","US BDE STRYKER","WATER"
-768,9,"SEA BASE",164512.095152028,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-769,9,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-769,9,NA,1e+06,0,0,0,NA,"OBJ BLUE SUPPLY POINT","FUEL"
-769,9,"ANDONG SUPPLY DEPOT",460000,84.7504210574674,4237.52105287337,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-770,9,"SEA BASE",99460,34.6733617667786,734.25942564943,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-771,9,NA,4e+05,0,0,0,NA,"OBJ BLUE SUPPLY POINT","WATER"
-771,9,"ANDONG SUPPLY DEPOT",525000,84.7504210574674,4746.02357921817,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-772,9,"SEA BASE",89620,34.6733617667786,244.753141883143,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-773,9,NA,750000,0,0,0,NA,"OBJ BLUE SUPPLY POINT","DRY_BULK"
-773,9,"ANDONG SUPPLY DEPOT",204000,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-773,9,"ANDONG SUPPLY DEPOT",11400,84.7504210574674,169.500842114935,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-780,10,"OBJ BLUE SUPPLY POINT",274500,59.3631246174458,1662.16748928848,2.39089670437114,"FUEL","US BDE MECH","FUEL"
-781,10,"OBJ BLUE SUPPLY POINT",127500,187.353076238525,2622.94306733935,7.92574215324929,"FUEL","ALLIED BDE MECH","FUEL"
-781,10,"OBJ BLUE SUPPLY POINT",131750,58.7044485035819,821.862279050146,2.32502909298474,"FUEL","ALLIED BDE MECH","FUEL"
-782,10,"OBJ BLUE SUPPLY POINT",217948,37.0009368866061,888.022485278547,1.95802919647655,"FUEL","ALLIED DIV INF","FUEL"
-783,10,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-784,10,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-785,10,"OBJ BLUE SUPPLY POINT",34011.1132691801,37.2718757812954,149.087503125182,1.98512308594548,"FUEL","US BDE STRYKER","FUEL"
-785,10,"OBJ BLUE SUPPLY POINT",45348.8867308199,37.2718757812954,223.631254687773,1.98512308594548,"FUEL","US BDE STRYKER","FUEL"
-786,10,"OBJ BLUE SUPPLY POINT",48960,188.011752352389,1880.11752352389,7.99160976463569,"FUEL","US BDE MECH","DRY_BULK"
-787,10,"OBJ BLUE SUPPLY POINT",46240,187.353076238525,1873.53076238525,7.92574215324929,"FUEL","ALLIED BDE MECH","DRY_BULK"
-788,10,"OBJ BLUE SUPPLY POINT",79304,37.0009368866061,518.013116412486,1.95802919647655,"FUEL","ALLIED DIV INF","DRY_BULK"
-789,10,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-790,10,"BSA SUPPLY POINT",48960,59.3834381043385,475.067504834708,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-791,10,"OBJ BLUE SUPPLY POINT",38000,188.011752352389,752.047009409555,7.99160976463569,"FUEL","US BDE MECH","WATER"
-791,10,"OBJ BLUE SUPPLY POINT",7000,35.1871863537199,187.664993886506,0.255906809845236,"FUEL","US BDE MECH","WATER"
-792,10,"OBJ BLUE SUPPLY POINT",112608,23.4321882062201,1812.08922128102,0.170415914227055,"FUEL","ALLIED DIV INF","WATER"
-793,10,"OBJ BLUE SUPPLY POINT",42500,36.5160877877134,1071.13857510626,0.265571547547006,"FUEL","ALLIED BDE MECH","WATER"
-795,10,"BSA SUPPLY POINT",10000,59.3834381043385,59.3834381043385,2.38734986717096,"FUEL","US MEB","WATER"
-795,10,"BSA SUPPLY POINT",82250,59.3834381043385,593.834381043385,2.79727401611762,"FUEL","US MEB","WATER"
-795,10,"BSA SUPPLY POINT",650,59.3834381043385,263.926391574838,3.02994585273364,"FUEL","US MEB","WATER"
-797,10,"BSA SUPPLY POINT",32100,51.0513393159145,204.205357263658,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-798,10,"SEA BASE",164445.842453831,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-799,10,"ANDONG SUPPLY DEPOT",798269.746974078,84.7504210574674,7288.53621094219,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-799,10,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-800,10,"SEA BASE",520,34.6733617667786,81.5843806277145,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-801,10,"ANDONG SUPPLY DEPOT",68000,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-801,10,"ANDONG SUPPLY DEPOT",209000,84.7504210574674,1864.50926326428,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-802,10,"SEA BASE",75330,34.6733617667786,244.753141883143,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-810,11,"OBJ BLUE SUPPLY POINT",253150,67.3370724880692,1750.7638846898,2.54217725814206,"FUEL","US BDE MECH","FUEL"
-811,11,"OBJ BLUE SUPPLY POINT",120000,68.7640727204465,825.168872645358,2.6848772813798,"FUEL","ALLIED BDE MECH","FUEL"
-811,11,"OBJ BLUE SUPPLY POINT",81750,44.8780231287419,2513.16929520955,0.326385622754487,"FUEL","ALLIED BDE MECH","FUEL"
-811,11,"OBJ BLUE SUPPLY POINT",33100,68.7640727204465,275.056290881786,3.22579379668549,"FUEL","ALLIED BDE MECH","FUEL"
-812,11,"OBJ BLUE SUPPLY POINT",153985,58.487549236719,1052.77588626094,2.91837695860271,"FUEL","ALLIED DIV INF","FUEL"
-813,11,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-814,11,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-815,11,"OBJ BLUE SUPPLY POINT",79360,59.1601152562704,591.601152562704,2.98563356055785,"FUEL","US BDE STRYKER","FUEL"
-816,11,"OBJ BLUE SUPPLY POINT",45152,177.320177927927,1418.56142342341,7.48241799104206,"FUEL","US BDE MECH","DRY_BULK"
-817,11,"OBJ BLUE SUPPLY POINT",41888,178.747178160304,1429.97742528243,7.6251180142798,"FUEL","ALLIED BDE MECH","DRY_BULK"
-818,11,"OBJ BLUE SUPPLY POINT",56030,58.487549236719,584.87549236719,2.91837695860271,"FUEL","ALLIED DIV INF","DRY_BULK"
-819,11,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-820,11,"BSA SUPPLY POINT",48960,59.3834381043385,475.067504834708,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-821,11,"OBJ BLUE SUPPLY POINT",41500,177.320177927927,1063.92106756756,7.48241799104206,"FUEL","US BDE MECH","WATER"
-822,11,"OBJ BLUE SUPPLY POINT",79560,58.487549236719,584.87549236719,2.91837695860271,"FUEL","ALLIED DIV INF","WATER"
-823,11,"OBJ BLUE SUPPLY POINT",38500,178.747178160304,1072.48306896182,7.6251180142798,"FUEL","ALLIED BDE MECH","WATER"
-824,11,"OBJ BLUE SUPPLY POINT",30040,35.4235661441594,283.388529153275,0.257625935593886,"FUEL","US BDE STRYKER","DRY_BULK"
-824,11,"OBJ BLUE SUPPLY POINT",57000,59.1601152562704,591.601152562704,2.98563356055785,"FUEL","US BDE STRYKER","DRY_BULK"
-825,11,"BSA SUPPLY POINT",650,59.3834381043385,263.926391574838,3.02994585273364,"FUEL","US MEB","WATER"
-825,11,"BSA SUPPLY POINT",10000,59.3834381043385,59.3834381043385,2.38734986717096,"FUEL","US MEB","WATER"
-825,11,"BSA SUPPLY POINT",36060,59.3834381043385,237.533752417354,2.79727401611762,"FUEL","US MEB","WATER"
-826,11,"OBJ BLUE SUPPLY POINT",12000,35.4235661441594,283.388529153275,0.257625935593886,"FUEL","US BDE STRYKER","WATER"
-827,11,"BSA SUPPLY POINT",78290,51.0513393159145,510.513393159145,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-828,11,"SEA BASE",164614.535426867,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-829,11,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-829,11,"ANDONG SUPPLY DEPOT",805520.315280774,84.7504210574674,7288.53621094219,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-830,11,"SEA BASE",125000,34.6733617667786,897.428186904859,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-831,11,"ANDONG SUPPLY DEPOT",209000,84.7504210574674,1864.50926326428,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-831,11,"ANDONG SUPPLY DEPOT",64108,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-832,11,"SEA BASE",75330,34.6733617667786,244.753141883143,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-840,12,"OBJ BLUE SUPPLY POINT",268400,77.6073011398465,2095.39713077585,2.98488596986707,"FUEL","US BDE MECH","FUEL"
-841,12,"OBJ BLUE SUPPLY POINT",77850,84.7689084482222,847.689084482222,3.87842926097393,"FUEL","ALLIED BDE MECH","FUEL"
-841,12,"OBJ BLUE SUPPLY POINT",60000,84.7689084482222,508.613450689333,3.19168995974683,"FUEL","ALLIED BDE MECH","FUEL"
-841,12,"OBJ BLUE SUPPLY POINT",84000,52.5137720046911,2940.7712322627,0.381918341852299,"FUEL","ALLIED BDE MECH","FUEL"
-842,12,"OBJ BLUE SUPPLY POINT",196627,56.963481770756,1253.19659895663,2.76597021200641,"FUEL","ALLIED DIV INF","FUEL"
-843,12,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-844,12,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-845,12,"OBJ BLUE SUPPLY POINT",79360,59.0534405130527,590.534405130527,2.97496608623608,"FUEL","US BDE STRYKER","FUEL"
-846,12,"OBJ BLUE SUPPLY POINT",47872,170.710219924403,1707.10219924403,7.32782779034874,"FUEL","US BDE MECH","DRY_BULK"
-847,12,"OBJ BLUE SUPPLY POINT",45152,163.157076938442,1305.25661550754,7.01395600058273,"FUEL","ALLIED BDE MECH","DRY_BULK"
-848,12,"OBJ BLUE SUPPLY POINT",71546,56.963481770756,797.488744790584,2.76597021200641,"FUEL","ALLIED DIV INF","DRY_BULK"
-849,12,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-850,12,"BSA SUPPLY POINT",48960,59.3834381043385,475.067504834708,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-851,12,"OBJ BLUE SUPPLY POINT",44000,170.710219924403,1024.26131954642,7.32782779034874,"FUEL","US BDE MECH","WATER"
-852,12,"OBJ BLUE SUPPLY POINT",101592,56.963481770756,683.561781249072,2.76597021200641,"FUEL","ALLIED DIV INF","WATER"
-853,12,"OBJ BLUE SUPPLY POINT",19000,163.157076938442,326.314153876884,7.01395600058273,"FUEL","ALLIED BDE MECH","WATER"
-854,12,"OBJ BLUE SUPPLY POINT",12000,43.2171678377463,115.245780900657,0.31430667518361,"FUEL","US BDE STRYKER","DRY_BULK"
-854,12,"OBJ BLUE SUPPLY POINT",11400,59.0534405130527,118.106881026105,2.97496608623608,"FUEL","US BDE STRYKER","DRY_BULK"
-855,12,"BSA SUPPLY POINT",650,59.3834381043385,263.926391574838,3.02994585273364,"FUEL","US MEB","WATER"
-855,12,"BSA SUPPLY POINT",36060,59.3834381043385,237.533752417354,2.79727401611762,"FUEL","US MEB","WATER"
-855,12,"BSA SUPPLY POINT",10000,59.3834381043385,59.3834381043385,2.38734986717096,"FUEL","US MEB","WATER"
-857,12,"BSA SUPPLY POINT",39370,51.0513393159145,306.308035895487,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-858,12,"SEA BASE",164564.542834136,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-859,12,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-859,12,"ANDONG SUPPLY DEPOT",695666.607563089,84.7504210574674,6271.53115825259,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-860,12,"SEA BASE",125000,34.6733617667786,897.428186904859,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-861,12,"ANDONG SUPPLY DEPOT",171560,84.7504210574674,1695.00842114935,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-862,12,"SEA BASE",75330,34.6733617667786,244.753141883143,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-863,12,"ANDONG SUPPLY DEPOT",79800,84.7504210574674,1186.50589480454,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-863,12,"ANDONG SUPPLY DEPOT",204000,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-870,13,"OBJ BLUE SUPPLY POINT",268400,86.6186127057327,2338.70254305478,3.37666038549789,"FUEL","US BDE MECH","FUEL"
-871,13,"OBJ BLUE SUPPLY POINT",20000,83.5134471585022,167.026894317004,3.06614383077484,"FUEL","ALLIED BDE MECH","FUEL"
-871,13,"OBJ BLUE SUPPLY POINT",117850,83.5134471585022,1169.18826021903,3.75288313200194,"FUEL","ALLIED BDE MECH","FUEL"
-871,13,"OBJ BLUE SUPPLY POINT",80000,57.614041916705,3072.74890222427,0.419011213939673,"FUEL","ALLIED BDE MECH","FUEL"
-872,13,"OBJ BLUE SUPPLY POINT",196627,91.1184667071571,2004.60626755746,4.63418584838391,"FUEL","ALLIED DIV INF","FUEL"
-873,13,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-874,13,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-875,13,"OBJ BLUE SUPPLY POINT",79360,90.3786808527885,903.786808527885,4.56020726294706,"FUEL","US BDE STRYKER","FUEL"
-876,13,"OBJ BLUE SUPPLY POINT",47872,165.006781195953,1650.06781195953,7.19892642633379,"FUEL","US BDE MECH","DRY_BULK"
-877,13,"OBJ BLUE SUPPLY POINT",45152,161.901615648722,1295.21292518978,6.88840987161074,"FUEL","ALLIED BDE MECH","DRY_BULK"
-878,13,"OBJ BLUE SUPPLY POINT",71546,91.1184667071571,1275.6585339002,4.63418584838391,"FUEL","ALLIED DIV INF","DRY_BULK"
-879,13,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-880,13,"BSA SUPPLY POINT",48960,59.3834381043385,475.067504834708,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-885,13,"BSA SUPPLY POINT",10000,59.3834381043385,59.3834381043385,2.38734986717096,"FUEL","US MEB","WATER"
-885,13,"BSA SUPPLY POINT",36060,59.3834381043385,237.533752417354,2.79727401611762,"FUEL","US MEB","WATER"
-885,13,"BSA SUPPLY POINT",650,59.3834381043385,263.926391574838,3.02994585273364,"FUEL","US MEB","WATER"
-887,13,"BSA SUPPLY POINT",37440,51.0513393159145,204.205357263658,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-888,13,"SEA BASE",164360.337476873,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-889,13,"ANDONG SUPPLY DEPOT",740550.539378439,84.7504210574674,6610.53284248246,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-889,13,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-890,13,"SEA BASE",86080,34.6733617667786,652.675045021716,1.49312789952728,"FUEL","BSA SUPPLY POINT","WATER"
-891,13,"ANDONG SUPPLY DEPOT",164592,84.7504210574674,1525.50757903441,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","WATER"
-892,13,"SEA BASE",75330,34.6733617667786,244.753141883143,1.49312789952728,"FUEL","BSA SUPPLY POINT","DRY_BULK"
-893,13,"ANDONG SUPPLY DEPOT",204000,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-893,13,"ANDONG SUPPLY DEPOT",68400,84.7504210574674,1017.00505268961,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-900,14,"OBJ BLUE SUPPLY POINT",268400,99.352157921487,2682.50826388015,3.66971365179558,"FUEL","US BDE MECH","FUEL"
-901,14,"OBJ BLUE SUPPLY POINT",137850,96.4349855157864,1542.95976825258,4.19544254648965,"FUEL","ALLIED BDE MECH","FUEL"
-901,14,"OBJ BLUE SUPPLY POINT",64000,69.1661288173458,2951.08816287342,0.503026391398879,"FUEL","ALLIED BDE MECH","FUEL"
-902,14,"OBJ BLUE SUPPLY POINT",196627,82.616477268551,1817.56249990812,3.7839869045233,"FUEL","ALLIED DIV INF","FUEL"
-903,14,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-904,14,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
-905,14,"OBJ BLUE SUPPLY POINT",79360,83.1593402215801,831.593402215801,3.83827319982622,"FUEL","US BDE STRYKER","FUEL"
-906,14,"OBJ BLUE SUPPLY POINT",47872,149.42051237035,1494.2051237035,6.48989396501424,"FUEL","US BDE MECH","DRY_BULK"
-907,14,"OBJ BLUE SUPPLY POINT",45152,146.50333996465,1172.0267197172,6.19817672444418,"FUEL","ALLIED BDE MECH","DRY_BULK"
-908,14,"OBJ BLUE SUPPLY POINT",71546,82.616477268551,1156.63068175971,3.7839869045233,"FUEL","ALLIED DIV INF","DRY_BULK"
-909,14,"BSA SUPPLY POINT",26370,51.0513393159145,255.256696579573,2.03070281449152,"FUEL","ALLIED MEB","DRY_BULK"
-910,14,"BSA SUPPLY POINT",48960,59.3834381043385,475.067504834708,2.38734986717096,"FUEL","US MEB","DRY_BULK"
-911,14,"OBJ BLUE SUPPLY POINT",57000,149.42051237035,896.523074222102,6.48989396501424,"FUEL","US BDE MECH","WATER"
-915,14,"BSA SUPPLY POINT",10000,59.3834381043385,59.3834381043385,2.38734986717096,"FUEL","US MEB","WATER"
-915,14,"BSA SUPPLY POINT",36060,59.3834381043385,237.533752417354,2.79727401611762,"FUEL","US MEB","WATER"
-915,14,"BSA SUPPLY POINT",650,59.3834381043385,263.926391574838,3.02994585273364,"FUEL","US MEB","WATER"
-917,14,"BSA SUPPLY POINT",37440,51.0513393159145,204.205357263658,2.44062696343817,"FUEL","ALLIED MEB","WATER"
-918,14,"SEA BASE",33493.1524392589,20.0129257371493,0,0,NA,"BSA SUPPLY POINT","FUEL"
-919,14,"ANDONG SUPPLY DEPOT",40000,84.7504210574674,339.00168422987,4.48748549399272,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-919,14,"ANDONG SUPPLY DEPOT",736113.99894695,84.7504210574674,6610.53284248246,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","FUEL"
-922,14,"ANDONG SUPPLY DEPOT",204000,65.4168154167723,2965.56229889368,0.475758657576525,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-922,14,"ANDONG SUPPLY DEPOT",171000,84.7504210574674,2542.51263172402,4.62769668498025,"FUEL","OBJ BLUE SUPPLY POINT","DRY_BULK"
-929,15,"OBJ BLUE SUPPLY POINT",260000,107.351333054182,2791.13465940873,3.78521547163099,"FUEL","US BDE MECH","FUEL"
-929,15,"OBJ BLUE SUPPLY POINT",8400,107.351333054182,214.702666108364,4.69391703268633,"FUEL","US BDE MECH","FUEL"
-930,15,"OBJ BLUE SUPPLY POINT",137850,106.263774492225,1700.2203918756,4.58516117649063,"FUEL","ALLIED BDE MECH","FUEL"
-930,15,"OBJ BLUE SUPPLY POINT",60000,76.4680399315687,3058.72159726275,0.556131199502318,"FUEL","ALLIED BDE MECH","FUEL"
-931,15,"OBJ BLUE SUPPLY POINT",196627,87.1330377028243,1916.92682946213,4.23564294795063,"FUEL","ALLIED DIV INF","FUEL"
-932,15,"BSA SUPPLY POINT",89280,59.3834381043385,534.450942939047,2.38734986717096,"FUEL","US MEB","FUEL"
-933,15,"BSA SUPPLY POINT",72540,51.0513393159145,408.410714527316,2.03070281449152,"FUEL","ALLIED MEB","FUEL"
