Day,UnitName,SupplyType,OnHandAmount,StorageCapacity,PpnStorageFull,PpnStorageEmpty,ThroughputLimit,FlowAmount,PpnFlow,PpnFlowSlack,AverageFuelSpend,AverageDistance,AverageTravelTime,OnHandRiskScore,ThroughputRiskScore
15,"OBJ BLUE SUPPLY POINT","FUEL",743243.610513738,1500000,0.495495740342492,0.504504259657508,13000000,756756.389486262,0.0582120299604817,0.941787970039518,0.00900851366382822,84.701526717903,4.60983445394883,0.504504259657508,0.0582120299604817
15,"OBJ YELLOW SUPPLY POINT","WATER",0,0,,,0,0,,,0,0,0,0,0
15,"OBJ YELLOW SUPPLY POINT","DRY_BULK",0,0,,,0,0,,,0,0,0,0,0
15,"OBJ YELLOW SUPPLY POINT","FUEL",0,0,,,0,0,,,0,0,0,0,0
16,"ANDONG SUPPLY DEPOT","WATER",6675804,10000000,0.6675804,0.3324196,525000,60500,0.115238095238095,0.884761904761905,0,0,0,0.3324196,0.115238095238095
16,"ANDONG SUPPLY DEPOT","DRY_BULK",4600336,8000000,0.575042,0.424958,440000,295200,0.670909090909091,0.329090909090909,0,0,0,0.424958,0.670909090909091
16,"ANDONG SUPPLY DEPOT","FUEL",10472601.2585687,24000000,0.436358385773697,0.563641614226303,1300000,769477.773067433,0.591905979282641,0.408094020717359,0,0,0,0.563641614226303,0.591905979282641
16,"SEA BASE","WATER",130727.5,1100000,0.118843181818182,0.881156818181818,125000,0,0,1,0,0,0,0.881156818181818,0
16,"SEA BASE","DRY_BULK",228315,1000000,0.228315,0.771685,110000,0,0,1,0,0,0,0.771685,0
16,"SEA BASE","FUEL",0,2000000,0,1,2730000,0,0,1,0,0,0,1,0
16,"BSA SUPPLY POINT","WATER",114400,375000,0.305066666666667,0.694933333333333,125000,0,0,1,0.0136216927597234,19.9544237132868,0.145123081551177,0.694933333333333,0
16,"BSA SUPPLY POINT","DRY_BULK",33680,335000,0.100537313432836,0.899462686567164,110000,0,0,1,0.00477958414270018,19.6102861518894,0.142620262922832,0.899462686567164,0
16,"BSA SUPPLY POINT","FUEL",3.76587649952853E-13,500000,7.53175299905706E-19,1,250000,8055.40532126486,0.0322216212850594,0.967778378714941,1668.99965323384,20.4559359032285,0.0774964996317719,1,0.0322216212850594
16,"OBJ BLUE SUPPLY POINT","WATER",1000000,1000000,1,0,275000,0,0,1,0.00830010323955578,75.5194612090846,4.10628800990308,0,0
16,"OBJ BLUE SUPPLY POINT","DRY_BULK",957898,4000000,0.2394745,0.7605255,440000,104424,0.237327272727273,0.762672727272727,0.0138018443144395,66.9561857987494,1.57686892439725,0.7605255,0.237327272727273
16,"OBJ BLUE SUPPLY POINT","FUEL",747246.843242776,1500000,0.498164562161851,0.501835437838149,13000000,752753.156757224,0.0579040889813249,0.942095911018675,0.00896235709740244,84.7474160348995,4.62659888086139,0.501835437838149,0.0579040889813249
16,"OBJ YELLOW SUPPLY POINT","WATER",0,0,,,0,0,,,0,0,0,0,0
16,"OBJ YELLOW SUPPLY POINT","DRY_BULK",0,0,,,0,0,,,0,0,0,0,0
16,"OBJ YELLOW SUPPLY POINT","FUEL",0,0,,,0,0,,,0,0,0,0,0
17,"ANDONG SUPPLY DEPOT","WATER",6634304,10000000,0.6634304,0.3365696,525000,41500,0.079047619047619,0.920952380952381,0,0,0,0.3365696,0.079047619047619
17,"ANDONG SUPPLY DEPOT","DRY_BULK",4282336,8000000,0.535292,0.464708,440000,318000,0.722727272727273,0.277272727272727,0,0,0,0.464708,0.722727272727273
17,"ANDONG SUPPLY DEPOT","FUEL",9707147.16385385,24000000,0.404464465160577,0.595535534839423,1300000,765454.094714879,0.588810842088369,0.411189157911631,0,0,0,0.595535534839423,0.588810842088369
17,"SEA BASE","WATER",130727.5,1100000,0.118843181818182,0.881156818181818,125000,0,0,1,0,0,0,0.881156818181818,0
17,"SEA BASE","DRY_BULK",228315,1000000,0.228315,0.771685,110000,0,0,1,0,0,0,0.771685,0
17,"SEA BASE","FUEL",0,2000000,0,1,2730000,0,0,1,0,0,0,1,0
17,"BSA SUPPLY POINT","WATER",114400,375000,0.305066666666667,0.694933333333333,125000,0,0,1,0.0136216927597234,19.9544237132868,0.145123081551177,0.694933333333333,0
17,"BSA SUPPLY POINT","DRY_BULK",33680,335000,0.100537313432836,0.899462686567164,110000,0,0,1,0.00477958414270018,19.6102861518894,0.142620262922832,0.899462686567164,0
17,"BSA SUPPLY POINT","FUEL",3.76587649952853E-13,500000,7.53175299905706E-19,1,250000,0,0,1,1668.99965323384,20.4559359032285,0.0774964996317719,1,0
17,"OBJ BLUE SUPPLY POINT","WATER",1000000,1000000,1,0,275000,0,0,1,0.00830010323955578,75.5194612090846,4.10628800990308,0,0
17,"OBJ BLUE SUPPLY POINT","DRY_BULK",1137274,4000000,0.2843185,0.7156815,440000,138624,0.315054545454545,0.684945454545455,0.0140268195227504,68.233071108891,1.64562026080181,0.7156815,0.315054545454545
17,"OBJ BLUE SUPPLY POINT","FUEL",606633.913029085,1500000,0.404422608686057,0.595577391313943,13000000,893366.086970915,0.0687204682285319,0.931279531771468,0.00911956867139233,84.7504210574674,4.62583403997201,0.595577391313943,0.0687204682285319
17,"OBJ YELLOW SUPPLY POINT","WATER",178000,500000,0.356,0.644,300000,72000,0.24,0.76,0,0,0,0.644,0.24
17,"OBJ YELLOW SUPPLY POINT","DRY_BULK",163908,500000,0.327816,0.672184,250000,86092,0.344368,0.655632,0,0,0,0.672184,0.344368
17,"OBJ YELLOW SUPPLY POINT","FUEL",342540.486012684,1500000,0.228360324008456,0.771639675991544,875000,503075.5953271,0.574943537516686,0.425056462483314,0.0237025247981705,151.930542175629,7.09041801193439,0.771639675991544,0.574943537516686
18,"ANDONG SUPPLY DEPOT","WATER",6592804,10000000,0.6592804,0.3407196,525000,41500,0.079047619047619,0.920952380952381,0,0,0,0.3407196,0.079047619047619
18,"ANDONG SUPPLY DEPOT","DRY_BULK",4044136,8000000,0.505517,0.494483,440000,238200,0.541363636363636,0.458636363636364,0,0,0,0.494483,0.541363636363636
18,"ANDONG SUPPLY DEPOT","FUEL",8801049.45101639,24000000,0.366710393792349,0.633289606207651,1300000,906097.712837462,0.696998240644201,0.303001759355799,0,0,0,0.633289606207651,0.696998240644201
18,"SEA BASE","WATER",130727.5,1100000,0.118843181818182,0.881156818181818,125000,0,0,1,0,0,0,0.881156818181818,0
18,"SEA BASE","DRY_BULK",228315,1000000,0.228315,0.771685,110000,0,0,1,0,0,0,0.771685,0
18,"SEA BASE","FUEL",0,2000000,0,1,2730000,0,0,1,0,0,0,1,0
18,"BSA SUPPLY POINT","WATER",114400,375000,0.305066666666667,0.694933333333333,125000,0,0,1,0.0136216927597234,19.9544237132868,0.145123081551177,0.694933333333333,0
18,"BSA SUPPLY POINT","DRY_BULK",33680,335000,0.100537313432836,0.899462686567164,110000,0,0,1,0.00477958414270018,19.6102861518894,0.142620262922832,0.899462686567164,0
18,"BSA SUPPLY POINT","FUEL",3.76587649952853E-13,500000,7.53175299905706E-19,1,250000,0,0,1,1668.99965323384,20.4559359032285,0.0774964996317719,1,0
18,"OBJ BLUE SUPPLY POINT","WATER",799396,1000000,0.799396,0.200604,275000,200604,0.729469090909091,0.270530909090909,0.00830010323955578,75.5194612090846,4.10628800990308,0.200604,0.729469090909091
18,"OBJ BLUE SUPPLY POINT","DRY_BULK",1323154,4000000,0.3307885,0.6692115,440000,52320,0.118909090909091,0.881090909090909,0.0141262719032336,68.2067311051692,1.53889068511383,0.6692115,0.118909090909091
18,"OBJ BLUE SUPPLY POINT","FUEL",794682.461150149,1500000,0.529788307433433,0.470211692566567,13000000,705317.538849851,0.0542551952961424,0.945744804703858,0.00901230762828534,84.7504210574674,4.62612721426682,0.470211692566567,0.0542551952961424
18,"OBJ YELLOW SUPPLY POINT","WATER",0,500000,0,1,300000,178000,0.593333333333333,0.406666666666667,0,0,0,1,0.593333333333333
18,"OBJ YELLOW SUPPLY POINT","DRY_BULK",53738,500000,0.107476,0.892524,250000,210170,0.84068,0.15932,0,0,0,0.892524,0.84068
18,"OBJ YELLOW SUPPLY POINT","FUEL",729677.230469426,1500000,0.486451486979618,0.513548513020382,875000,552330.638730881,0.631235015692435,0.368764984307565,0.0172594019010339,116.972167958015,5.5194943130764,0.513548513020382,0.631235015692435
19,"ANDONG SUPPLY DEPOT","WATER",6350700,10000000,0.63507,0.36493,525000,242104,0.461150476190476,0.538849523809524,0,0,0,0.36493,0.461150476190476
19,"ANDONG SUPPLY DEPOT","DRY_BULK",3817336,8000000,0.477167,0.522833,440000,226800,0.515454545454546,0.484545454545455,0,0,0,0.522833,0.515454545454546
19,"ANDONG SUPPLY DEPOT","FUEL",8082983.11698249,24000000,0.336790963207604,0.663209036792396,1300000,718066.334033896,0.552358718487613,0.447641281512387,0,0,0,0.663209036792396,0.552358718487613
19,"SEA BASE","WATER",130727.5,1100000,0.118843181818182,0.881156818181818,125000,0,0,1,0,0,0,0.881156818181818,0
19,"SEA BASE","DRY_BULK",228315,1000000,0.228315,0.771685,110000,0,0,1,0,0,0,0.771685,0
19,"SEA BASE","FUEL",0,2000000,0,1,2730000,0,0,1,0,0,0,1,0
19,"BSA SUPPLY POINT","WATER",114400,375000,0.305066666666667,0.694933333333333,125000,0,0,1,0.0136216927597234,19.9544237132868,0.145123081551177,0.694933333333333,0
19,"BSA SUPPLY POINT","DRY_BULK",33680,335000,0.100537313432836,0.899462686567164,110000,0,0,1,0.00477958414270018,19.6102861518894,0.142620262922832,0.899462686567164,0
19,"BSA SUPPLY POINT","FUEL",3.76587649952853E-13,500000,7.53175299905706E-19,1,250000,0,0,1,1668.99965323384,20.4559359032285,0.0774964996317719,1,0
19,"OBJ BLUE SUPPLY POINT","WATER",725000,1000000,0.725,0.275,275000,275000,1,0,0.0085752416574819,78.0736232358777,4.25055927315161,0.275,1
19,"OBJ BLUE SUPPLY POINT","DRY_BULK",1527154,4000000,0.3817885,0.6182115,440000,22800,0.0518181818181818,0.948181818181818,0.0141922282609225,68.0810419673871,1.44299062734582,0.6182115,0.0518181818181818
19,"OBJ BLUE SUPPLY POINT","FUEL",783513.899635262,1500000,0.522342599756842,0.477657400243159,13000000,716486.100364738,0.0551143154126721,0.944885684587328,0.00901201502089299,84.7504210574674,4.62579126010694,0.477657400243159,0.0551143154126721
19,"OBJ YELLOW SUPPLY POINT","WATER",207000,500000,0.414,0.586,300000,68000,0.226666666666667,0.773333333333333,0.0265248246001755,242.579407014765,11.0690883883795,0.586,0.226666666666667
19,"OBJ YELLOW SUPPLY POINT","DRY_BULK",0,500000,0,1,250000,76538,0.306152,0.693848,0.0434350343252828,235.26667691085,8.50169106359029,1,0.306152
19,"OBJ YELLOW SUPPLY POINT","FUEL",625712.187330516,1500000,0.417141458220344,0.582858541779656,875000,552415.043138911,0.631331477873041,0.368668522126959,0.0206181260448306,143.045151292259,6.76895121598663,0.582858541779656,0.631331477873041
